,CCN,AverageAge,PctgAge18,PctgAge18t64,PctgAge64,PctgBlack,PctgHispanic,PctgFemale,Network,Name,City,StateCode,PctgCalciumUncorrected102,AvgCalciumUncorrected,AvgSerumPhosphorous,PctgSerumPhosphorous70,PctgFistula,PctgCatheterOnly90,TotalPatients,PctgMedicare,PctgMedicarePending,PctgNonMedicare,ComplianceStatus,ProfitStatus,ChainOwner,EveningShift,DialyzerReuse,TotalStations,TotalStaff,SRR,PctgFluVaccine,AvgHemoglobin,PctgHemoglobin10,PctgHemoglobin10t11,PctgHemoglobin11t12,PctgHemoglobin12,PctgESAPrescribed,AvgUFR,PctgUFRLE13,PctgUFRGT13,AvgKtV,PctgKtV12,PctgKtV12t18,PctgKtV18,PctgKtVOther,ZipCode,PctgBlackACS,PctgHispanicACS,UnemploymentRate,PctgFamilyBelowFPL,PctgPoorEnglish,HospitalAffiliation,State,Region,Division,Urbanicity,Urbanicity2,YearsInOps
2414,212552,60.75903615,0,55.42168675,44.57831325,79.51807229,6.024096385,37.34939759,5,RENAL CARE OF LANHAM,LANHAM,MD,0.900900901,8.904143126,5.209511568,10.67596567,54.11547912,5.958230958,256,77.24550898,0,22.75449102,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,33,39,1.19121412,78.1512605,10.60415617,23.26444091,26.81505034,24.05935347,10.01589825,67.1436142,8.131085734,69.98730965,9.708121827,1.461868217,1.773049645,84.53900709,5.177304965,8.510638298,20706,67.6,20.1,5.4,7,13.3,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,23.33244351
2415,212556,58.65476191,0,65.47619048,34.52380952,71.42857143,5.952380952,44.04761905,5,DAVITA - HARBOR PARK DIALYSIS,BALTIMORE,MD,0.413223141,8.771398747,5.506425703,16.0555005,73.63726462,6.937561943,119,68.08510638,0,31.91489362,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,21,22,0.952994133,75.75757576,10.72409138,25.10330579,33.47107438,27.16942149,13.73966942,87.19008265,7.885418078,81.09504132,13.42975207,1.492595937,1.565995526,89.48545861,8.053691275,0.894854586,21225,44.3,9.2,8.4,23.2,4.9,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,21.91420768
2416,212557,66.43333333,0,48.33333333,51.66666667,50,6.666666667,43.33333333,5,BMA - SOUTH ANNAPOLIS,ANNAPOLIS,MD,1.114206128,9.205305466,5.402870813,10.75862069,43.34319527,7.544378698,83,68.42105263,0,31.57894737,Compliant,For Profit,FMC,Evening Shift,No Dialyzer Reuse,15,19,1.257015874,80.39215686,10.84871383,16.57381616,31.75487465,25.48746518,12.81337047,61.83844011,7.793403395,72.65745008,7.373271889,1.566264657,2.975206612,79.00826446,16.69421488,1.32231405,21401,17.9,10.8,3.6,4.8,5.3,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,21.83754629
2417,212560,64.44897959,0,55.10204082,44.89795918,42.85714286,2.040816327,34.69387755,5,ELLICOTT CITY DIALYSIS CENTER LLC,ELLICOTT CITY,MD,0.588235294,8.951587302,5.147889908,11.95652174,50.18115942,14.85507246,87,77.5862069,0,22.4137931,Not Compliant,Not for Profit,Other Chains,No Evening Shift,No Dialyzer Reuse,15,15,1.001832649,74.41860465,10.34217822,36.66666667,33.1372549,20.39215686,8.823529412,69.80392157,8.139254971,88.62745098,7.843137255,1.567777778,2.165354331,77.75590551,19.29133858,0.787401575,21042,6.7,3.1,2.1,1.6,6.6,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,21.60482419
2418,212563,66.33928571,0,42.85714286,57.14285714,89.28571429,3.571428571,46.42857143,5,DAVITA - SOUTHERN MARYLAND,CLINTON,MD,1.052631579,8.711056106,4.35846395,2.404526167,38.18953324,22.34794908,135,80.70175439,0,19.29824561,Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,13,17,1.428165685,77.77777778,10.39705882,30.52631579,29.17293233,24.66165414,7.669172932,90.97744361,7.143800715,80.45112782,5.263157895,1.476954397,13.54330709,68.34645669,14.80314961,3.307086614,20735,86.1,5.4,6.3,4,2,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,20.90392
2419,212564,61.51388889,0,51.38888889,48.61111111,87.5,4.166666667,45.83333333,5,DAVITA - LAKESIDE,CLINTON,MD,1,8.893838863,5.322045454,11.99575372,69.80023502,5.757931845,126,65.43209877,0,34.56790124,Not Compliant,For Profit,DaVita,Evening Shift,No Dialyzer Reuse,15,22,0.762658417,83.33333333,10.66277974,23,32.66666667,30,8.666666667,84.22222222,8.084156563,81.96319018,7.975460123,1.513717421,1.859229748,84.86055777,10.09296149,3.187250996,20735,86.1,5.4,6.3,4,2,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,21.05176698
2420,212565,62.14814815,0,62.96296296,37.03703704,74.07407407,0,55.55555556,5,TOTAL RENAL CARE - CHESTERTOWN,CHESTERTOWN,MD,1.424501424,9.173202614,4.801592357,5.817174515,39.61218837,4.986149585,46,93.10344828,0,6.896551724,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,9,7,1.294374716,77.77777778,10.72491803,15.0997151,37.89173789,26.21082621,7.692307692,81.48148148,7.986792168,69.51566952,13.39031339,1.455172414,2.279202279,92.87749288,3.988603989,0.854700855,21620,18.9,2.2,3.1,6.9,1.4,Non-Hospital Facilities,Maryland,South,South Atlantic,Small Town,Rural,21.03533953
2421,212566,61.92207792,0,49.35064935,50.64935065,93.50649351,2.597402597,49.35064935,5,US RENAL CARE OXON HILL DIALYSIS,OXON HILL,MD,3.036649215,9.21449115,5.313297297,12.99897646,62.84544524,4.298874104,105,75.67567568,0,24.32432432,Not Compliant,For Profit,Other Chains,No Evening Shift,No Dialyzer Reuse,16,17,0.904766377,72.13114754,10.8513245,15.28795812,43.03664922,25.34031414,11.20418848,85.65445026,8.189879256,80.62827225,10.26178011,1.594742607,1.937567277,78.68675996,17.65339074,1.722282024,20745,73,16.5,9,11.8,8.9,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,20.04147929
2422,212568,64.19047619,0,55.55555556,44.44444444,34.92063492,0,42.85714286,5,FMC OF PORTER DIALYSIS - WHITE MARSH,NOTTINGHAM,MD,0.633713562,9.026878981,5.542274413,18.00486618,57.04514364,18.46785226,141,51.5625,0,48.4375,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,19,15,1.183977566,68.08510638,10.60204082,22.30671736,36.62864385,34.47401774,5.956907478,83.26996198,8.214998272,87.89173789,8.974358974,1.666456086,0.913242009,65.60121766,32.26788432,1.217656012,21236,15.4,3.4,3.5,5.4,4.7,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,19.88268068
2423,212573,63.54320988,0,51.85185185,48.14814815,19.75308642,0,43.20987654,5,FMC - ELKTON,ELKTON,MD,1.540154015,9.017127072,5.212947368,13.4375,64.73489519,6.165228113,120,52.68817204,0,47.31182796,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,21,14,1.121472145,18.18181818,10.76265193,21.45214522,36.96369637,32.12321232,9.02090209,72.16721672,8.102202643,85.24804178,10.18276762,1.716820208,0,59.23190547,40.17725259,0.59084195,21921,9.5,5.5,4,9.3,1.9,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,19.41723649
2424,212574,63.07462687,0,55.2238806,44.7761194,62.68656716,0,49.25373134,5,DAVITA - OWINGS MILLS,OWINGS MILLS,MD,0.514138818,8.756875834,5.248974359,11.2345679,51.28834356,12.39263804,128,80.51948052,0,19.48051948,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,25,15,0.888762887,80.76923077,10.77860963,24.16452442,32.90488432,24.16452442,14.91002571,75.19280206,7.464033096,87.66066838,4.884318766,1.481991644,5.585831063,87.19346049,5.040871935,2.179836512,21117,41.8,6.4,3.8,5.8,8.5,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,19.38438161
2425,212576,60.82926829,0,52.43902439,47.56097561,47.56097561,21.95121951,40.24390244,5,RENAL TREATMENT CENTER - WHEATON,WHEATON,MD,1.460674157,8.87159254,5.305617978,9.549356223,53.96995708,6.545064378,131,70,0,30,Compliant,For Profit,DaVita,No Evening Shift,Dialyzer Reuse,23,20,0.88988836,87.69230769,10.43213773,22.35955056,31.12359551,20.56179775,4.269662921,73.25842697,9.160954447,57.19101124,15.39325843,1.524126794,2.436194896,84.3387471,10.20881671,3.016241299,20902,17.8,34.8,5.8,6.9,21.1,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,19.30772021
2426,212577,64.31481482,0,48.14814815,51.85185185,94.44444444,0,64.81481482,5,US RENAL CARE - NORTH BALTIMORE,BALTIMORE,MD,1.443001443,9.059104938,5.32907489,13.23119777,33.00835655,29.94428969,129,76.36363636,0,23.63636364,Not Compliant,For Profit,Other Chains,No Evening Shift,No Dialyzer Reuse,12,14,1.396728475,65.85365854,10.72039275,19.04761905,37.66233766,31.74603175,7.070707071,75.03607504,7.792141781,79.36507937,12.55411255,1.528984849,3.964757709,82.67254038,10.27900147,3.083700441,21218,61.6,3.6,6.9,17.3,2.7,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,19.3789058
2427,212578,71,0,33.33333333,66.66666667,44.44444444,0,33.33333333,5,FRESENIUS KIDNEY CARE - MANOR CARE,BALTIMORE,MD,0,8.336666667,4.753191489,2.727272727,20,5.454545455,80,64.28571429,0,35.71428571,Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,6,7,0.83842364,50,10.26976744,16.49484536,18.55670103,6.18556701,3.092783505,42.26804124,5.568595307,41.2371134,1.030927835,1.563870968,2.06185567,53.60824742,8.24742268,36.08247423,21237,31.1,8.6,4.7,4.7,7.5,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,19.51853905
2428,212583,64.44444444,0,48.88888889,51.11111111,77.77777778,2.222222222,55.55555556,5,BMA - FORT WASHINGTON,FORT WASHINGTON,MD,1.609657948,9.030952381,5.498773006,17.53371869,56.06936416,15.60693642,63,46.66666667,0,53.33333333,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,12,12,0.668169138,81.57894737,10.954371,17.10261569,28.97384306,32.3943662,15.89537223,72.43460765,7.528699553,84.7082495,5.23138833,1.671075269,1.268498943,66.38477801,30.65539112,1.691331924,20744,72.3,10.6,6.3,4.6,6.7,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,18.76561463
2429,212585,63.72727273,0,52.72727273,47.27272727,36.36363636,16.36363636,36.36363636,5,BMA - ROCKVILLE,ROCKVILLE,MD,1.782820097,8.881854839,5.124859813,6.927710843,50.50505051,3.838383838,89,41.37931035,0,58.62068966,Not Compliant,Not for Profit,FMC,No Evening Shift,No Dialyzer Reuse,16,12,1.013481524,74.28571429,10.92854291,17.0178282,24.4732577,24.31118314,15.39708266,46.83954619,7.113031819,68.40958606,6.100217865,1.710436893,0.913242009,58.90410959,34.24657534,5.936073059,20855,8.2,10.1,3.9,3.2,13,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,18.71359439
2430,212586,66.48888889,0,42.22222222,57.77777778,80,6.666666667,53.33333333,5,NMS DIALYSIS OF SPRINGBROOK,SILVER SPRING,MD,1.554404145,8.865420561,4.571428571,1.939655172,10.34482759,7.543103448,195,80.76923077,0,19.23076923,Not Compliant,Not for Profit,Independent,No Evening Shift,No Dialyzer Reuse,11,22,0.897723507,42.85714286,9.675700935,16.32124352,5.958549223,3.886010363,1.554404145,25.12953368,6.276791804,23.05699482,2.590673575,1.865493827,3.021978022,47.8021978,38.18681319,10.98901099,20904,45.2,14.5,6,6.2,14,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,18.73275974
2431,212587,63.88095238,0,47.61904762,52.38095238,52.38095238,16.66666667,61.90476191,5,BMA - WHEATON,WHEATON,MD,1.927194861,8.903791469,5.653196347,16.83778234,60.16427105,13.5523614,65,48.78048781,0,51.2195122,Not Compliant,For Profit,FMC,Evening Shift,No Dialyzer Reuse,16,14,0.63030311,17.24137931,11.02027972,24.4111349,19.70021413,26.124197,21.62740899,49.89293362,9.912824,65.31049251,18.84368308,1.753779343,1.152073733,48.84792627,48.15668203,1.843317972,20902,17.8,34.8,5.8,6.9,21.1,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,18.56300951
2432,212588,69.77777778,0,31.11111111,68.88888889,46.66666667,0,33.33333333,5,DAVITA - FALLS ROAD,BALTIMORE,MD,1.660516605,9.084339623,5.014466546,6.537102474,81.80212014,5.830388693,85,79.16666667,0,20.83333333,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,12,10,1.125016677,85.29411765,10.59130435,21.40221402,41.69741697,28.96678967,5.535055351,90.22140221,6.949385222,85.42435424,8.302583026,1.513439364,0.390625,90.0390625,7.8125,1.7578125,21209,14.7,2.5,2.8,3.6,6.9,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,18.42611416
2433,212590,57.84810127,0,65.82278481,34.17721519,40.50632911,43.03797468,44.30379747,5,TAKOMA PARK DIALYSIS,HYATTSVILLE,MD,0.531914894,9.04501845,5.370330969,14.27104723,57.70020534,1.848049281,123,56.12244898,0,43.87755102,Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,21,27,0.492998695,80.64516129,11.08210784,17.0212766,26.17021277,25.31914894,18.29787234,52.9787234,8.252086552,75.53191489,9.255319149,1.528303887,0.454545455,85,11.02272727,3.522727273,20783,26,61.9,4,12.6,45.5,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,18.22898485
2434,212593,62.97826087,0,54.34782609,45.65217391,66.30434783,19.56521739,29.34782609,5,DAVITA - SILVER SPRING,SILVER SPRING,MD,0.458295142,9.018623482,5.151144279,11.8491921,66.76029963,4.119850187,144,56.8627451,0,43.1372549,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,27,19,1.359739505,79.36507937,10.548583,21.35655362,37.85517874,24.93125573,6.416131989,81.85151237,7.95127474,77.99043062,8.229665072,1.50459607,1.840490798,83.43558282,8.384458078,6.339468303,20910,30.4,13.7,4.6,5.4,10.4,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,17.96066997
2435,212594,63.85869565,0,51.08695652,48.91304348,43.47826087,0,44.56521739,5,DAVITA - BELAIR,BEL AIR,MD,2.472527473,8.945480495,5.429791099,14.11149826,61.40195209,9.58296362,142,68,0,32,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,24,24,0.859834941,73.97260274,10.79942912,18.58974359,35.25641026,30.31135531,12.08791209,87.08791209,9.274915408,76.72253259,14.61824953,1.540333692,1.543209877,80.34979424,13.68312757,4.423868313,21015,5.7,2.6,3.6,3.4,1.7,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,17.88674648
2436,212595,58.94444444,0,63.33333333,36.66666667,96.66666667,0,45.55555556,5,25TH STREET DIALYSIS INC,BALTIMORE,MD,0.195694716,8.600657895,5.275471698,11.14206128,56.17455896,5.47818013,138,60.86956522,0,39.13043478,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,21,20,1.092452253,53.96825397,10.33435115,29.25636008,33.75733855,22.01565558,4.69667319,81.80039139,9.05968708,64.481409,17.02544031,1.444406215,2.941176471,88.02521008,3.676470588,5.357142857,21218,61.6,3.6,6.9,17.3,2.7,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,17.94150462
2437,212598,61.53020134,0,54.36241611,45.63758389,27.51677852,6.711409396,39.59731544,5,DAVITA - FREDERICK,FREDERICK,MD,1.081388731,8.913015312,5.188221841,11.00663717,58.18422797,6.030483764,246,78.6163522,0,21.3836478,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,27,27,0.864511146,80,10.78202115,21.05862265,34.3198634,28.0591918,13.43198634,77.63232783,7.508301308,82.33215548,9.752650177,1.475918896,1.093355761,89.65517241,6.728343145,2.52312868,21702,19.5,13.7,3.4,6.1,8.1,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,27.99783705
2438,212603,62.89583333,0,47.91666667,52.08333333,43.75,0,39.58333333,5,FMC OF PORTER DIALYSIS - ROSEDALE,ROSEDALE,MD,1.865671642,9.086259542,5.262410072,11.13074205,60.60070671,11.3074205,79,46.2962963,0,53.7037037,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,15,12,0.788229572,75,11.00245747,16.41791045,29.6641791,38.80597015,13.80597015,75.74626866,8.134133857,82.8358209,11.38059702,1.621842105,2.952755906,67.32283465,26.96850394,2.755905512,21237,31.1,8.6,4.7,4.7,7.5,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,17.67318973
2439,212605,60.37,0,55,45,78,2,41,5,HARFORD ROAD DIALYSIS CENTER,BALTIMORE,MD,0.857632933,8.876528777,5.199561788,12.95681063,56.8762279,10.90373281,145,80.58252427,0,19.41747573,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,18,22,0.750493685,32.85714286,10.51795332,26.75814751,36.79245283,22.89879931,9.090909091,81.90394511,8.136117591,77.60736196,12.88343558,1.457197383,1.904761905,88.994709,6.137566138,2.962962963,21214,53.2,2.7,7.1,7.6,2.3,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,17.53903229
2440,212609,63.05357143,0,50,50,30.35714286,1.785714286,50,5,FMC OF PORTER DIALYSIS - DUNDALK,DUNDALK,MD,0.615384615,8.981012658,5.483529412,17.0487106,60.17191977,12.75071633,95,50.87719298,0,49.12280702,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,12,14,0.94656824,81.81818182,10.6450237,22.92307692,33.84615385,31.84615385,8.769230769,79.53846154,7.902586898,81.07692308,10.15384615,1.584880952,3.600654665,69.55810147,23.07692308,3.764320786,21224,17.6,19.4,4.2,15.1,12.8,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,16.7614667
2441,212610,61.26582279,0,62.02531646,37.97468354,79.74683544,0,49.36708861,5,FMC - WALDORF,WALDORF,MD,2.024291498,9.081481482,5.401894317,15.11285574,74.28571429,6.263736264,127,55.68181818,0,44.31818182,Not Compliant,For Profit,FMC,Evening Shift,No Dialyzer Reuse,15,21,1.235226872,14.49275362,10.74081633,22.46963563,36.23481781,30.16194332,10.32388664,72.36842105,9.155527574,76.80995475,15.95022624,1.6639807,0.357995227,65.75178998,32.81622912,1.07398568,20603,57.2,5.4,3.3,4.4,2.4,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,16.79158367
2442,212611,58.13513514,0,62.16216216,37.83783784,77.02702703,6.756756757,33.78378378,5,FMC - PRINCE GEORGES COUNTY DIALYSIS,LANHAM,MD,1.384083045,9.125584416,5.277027027,10.35986914,56.81570338,11.23227917,120,41.66666667,0,58.33333333,Not Compliant,Not for Profit,FMC,No Evening Shift,No Dialyzer Reuse,12,17,0.931959459,75,10.82614796,20.29988466,23.06805075,33.44867359,13.61014994,67.5893887,7.224100796,80.62283737,4.498269896,1.612670968,1.520467836,68.42105263,20.70175439,9.356725146,20784,58,29.7,8,6.5,16.3,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,16.81896274
2443,212612,65.22857143,0,51.42857143,48.57142857,50,0,38.57142857,5,DULANEY TOWSON DIALYSIS CENTER,TOWSON,MD,0.587544066,8.94040404,5.36629902,13.97727273,64.31818182,9.318181818,112,76.31578947,0,23.68421053,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,14,23,0.935181582,87.69230769,10.51629073,26.43948296,36.19271445,23.61927145,7.520564042,87.19153937,7.210761513,81.19858989,7.403055229,1.536230769,1.997503121,83.02122347,12.35955056,2.621722846,21204,10,4.3,2.9,5,4.4,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,16.54790995
2444,212613,62.65591398,0,55.9139785,44.08602151,37.6344086,2.150537634,36.55913979,5,DAVITA - PASADENA,PASADENA,MD,1.428571429,8.993927522,5.164976959,12.09677419,71.59498208,8.691756272,146,71.56862745,0,28.43137255,Not Compliant,For Profit,DaVita,Evening Shift,No Dialyzer Reuse,30,26,1.223333941,82.53968254,10.6421875,22.19047619,41.80952381,23.52380952,10,77.80952381,8.446840132,81.80952381,12.47619048,1.483714575,0.1998002,92.10789211,6.393606394,1.298701299,21122,5.6,3.2,4.5,2.9,1.3,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,16.5670753
2445,212614,65.27272727,0,54.54545455,45.45454546,81.81818182,0,50,5,RAI - CHILLUM-HYATTSVILLE,HYATTSVILLE,MD,1.712328767,9.177108434,4.958691207,6.003430532,49.74874372,5.025125628,163,62.85714286,0,37.14285714,Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,29,18,1.375142142,48.14814815,10.76826347,18.49315069,31.33561644,24.65753425,11.30136986,61.81506849,6.90325894,72.85464098,3.50262697,1.534191617,4.814814815,74.44444444,13.51851852,7.222222222,20782,40.7,40.4,4.5,8.1,26.2,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,16.13174809
2446,212615,63.36842105,0,56.14035088,43.85964912,71.92982456,1.754385965,49.12280702,5,FMC OF PORTER DIALYSIS - PIKESVILLE,PIKESVILLE,MD,2.262443439,9.177635783,5.275856698,7.027818448,70.42459737,7.613469985,85,55,0,45,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,13,13,1.053568694,11.11111111,10.82802548,18.70286576,31.67420815,32.73001508,11.61387632,73.60482655,8.515142731,76.77224736,13.7254902,1.596389776,1.684532925,69.67840735,24.50229709,4.134762634,21208,41.7,4.9,3.2,5.7,4.2,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,15.72379994
2447,212616,61.66666667,0,59.25925926,40.74074074,48.14814815,3.703703704,33.33333333,5,DAVITA - DUNDALK,DUNDALK,MD,1.6,8.909190372,5.639578947,19.61904762,57.71428571,15.04761905,93,43.75,0,56.25,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,12,9,1.269197502,64.70588235,10.67012987,20,35.2,27,10.2,81.4,9.23527569,70.4,14.6,1.53960334,2.404809619,76.55310621,17.03406814,4.008016032,21222,11.5,4.9,5.7,11.5,3.5,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,15.80593715
2448,212618,,,,,,,,5,FRESENIUS KIDNEY CARE - CROMWELL,BALTIMORE,MD,0,8.315492958,3.886868687,0.621118012,20.49689441,26.08695652,114,61.53846154,3.846153846,34.61538462,Not Compliant,For Profit,FMC,No Evening Shift,No Dialyzer Reuse,9,10,1.243213124,,9.662637363,31.08108108,19.5945946,8.108108108,2.702702703,55.40540541,6.695756158,54.05405405,4.72972973,1.645670103,2.222222222,53.33333333,16.2962963,28.14814815,21234,27.6,4.1,3.9,6.4,3.9,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,15.33227924
2449,212619,71.06666667,0,20,80,33.33333333,0,60,5,US RENAL CARE - CHESAPEAKE,ARNOLD,MD,0.634920635,8.965201465,4.812211221,5.982905983,29.91452992,13.39031339,105,51.51515152,0,48.48484849,Compliant,For Profit,Other Chains,No Evening Shift,No Dialyzer Reuse,6,8,1.213101485,54.83870968,10.64014599,15.23809524,36.50793651,30.15873016,5.079365079,71.11111111,7.003657348,79.68253968,4.761904762,1.505478548,1.618122977,90.29126214,6.148867314,1.941747573,21012,2.9,2.6,3.4,2.4,1.7,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,15.09408133
2450,212620,66.22123894,0,43.36283186,56.63716814,79.6460177,6.194690265,49.55752212,5,US RENAL CARE - HYATTSVILLE,HYATTSVILLE,MD,2.327447833,9.078836425,4.688924559,4.651162791,41.20639535,18.53197674,368,42.63565892,0,57.36434109,Not Compliant,For Profit,Other Chains,Evening Shift,No Dialyzer Reuse,24,25,0.919213765,50.46728972,10.79107744,14.6869984,40.28892456,28.81219904,11.55698234,79.21348315,8.553209963,74.71910112,14.04494382,1.608145025,3.194103194,71.99017199,21.94922195,2.866502867,20782,40.7,40.4,4.5,8.1,26.2,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,15.07765389
2451,212621,64.38961039,0,45.45454546,54.54545455,96.1038961,3.896103896,37.66233766,5,RIVERTOWNE DIALYSIS CENTER,OXON HILL,MD,1.257142857,8.992259675,5.098424242,7.920792079,52.36523652,6.490649065,106,86.07594937,0,13.92405063,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,16,17,1.063914269,40.90909091,10.41281095,27.77142857,38.85714286,20,5.257142857,80.45714286,7.208791794,85.37142857,3.885714286,1.451064639,2.469135803,89.87654321,5.061728395,2.592592593,20745,73,16.5,9,11.8,8.9,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,14.84219388
2452,212622,69.70454546,0,29.54545455,70.45454546,86.36363636,4.545454546,54.54545455,5,ARA - ADELPHI,ADELPHI,MD,4.225352113,8.822826087,4.617813765,4.395604396,44.68864469,9.340659341,184,75.86206897,12.06896552,12.06896552,Compliant,For Profit,Other Chains,No Evening Shift,No Dialyzer Reuse,12,12,1.190575374,23.80952381,10.05336226,41.85110664,28.57142857,14.08450704,8.249496982,80.68410463,8.967011021,68.81287726,14.48692153,1.579569893,7.910750507,66.53144016,19.87829615,5.679513185,20783,26,61.9,4,12.6,45.5,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,14.47257644
2453,212625,61.79069767,0,58.13953488,41.86046512,48.8372093,23.25581395,37.20930233,5,DAVITA - MIDDLEBROOK DIALYSIS,GERMANTOWN,MD,1.411290323,8.9865,5.379761905,12.92775665,54.56273764,3.802281369,79,64.70588235,0,35.29411765,Not Compliant,For Profit,DaVita,No Evening Shift,No Dialyzer Reuse,19,11,0.801085663,86.11111111,10.79800499,13.50806452,33.26612903,26.61290323,7.459677419,77.41935484,8.101885961,69.75806452,8.266129032,1.456403509,2.070393375,86.95652174,5.383022774,5.590062112,20874,24.9,20.1,4.4,6.7,14.4,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,14.39591504
2454,212626,65.35135135,0,45.94594595,54.05405405,62.16216216,2.702702703,41.89189189,5,RENAL CARE OF BOWIE LLC,BOWIE,MD,2.178423237,9.127272727,5.345338983,12.75100402,62.56742179,4.746494067,113,76.38888889,0,23.61111111,Not Compliant,For Profit,DaVita,Evening Shift,No Dialyzer Reuse,16,19,0.918812714,71.92982456,10.87343413,22.09543569,32.26141079,28.1120332,13.58921162,80.18672199,6.446706486,81.72757475,6.42303433,1.407414634,3.604651163,89.65116279,2.093023256,4.651162791,20715,29.7,9.3,4.5,1.8,4.1,Non-Hospital Facilities,Maryland,South,South Atlantic,Metropolitan,Urban,14.40686667
